flesch_reading_ease*flesch_kincaid_grade*smog_index*gunning_fog*coleman_liau_index*automated_readability_index*dale_chall_readability_score*linsear_write_formula*spache_readability*mcalpine_eflaw*reading_time*syllable_count*monosyllab_count*polysyllab_count*word_count*miniword_count*difficult_words*school_grade*complexity
63.7*8.4*0.0*13.9*9.05*8.9*12.82*12.25*6.05*23.0*2.23*49*21*6*32*14*11*8th and 9th grade*simple
73.51*8.7*0.0*10.94*6.45*9.3*10.96*13.0*5.58*35.0*1.38*29*18*1*23*12*4*10th and 11th grade*simple
66.74*7.2*0.0*8.28*13.04*11.5*12.78*7.5*5.32*18.0*1.07*20*7*1*13*5*4*7th and 8th grade*simple
68.77*6.4*0.0*8.04*10.54*8.5*8.49*6.5*4.74*16.0*0.84*17*7*1*11*5*3*8th and 9th grade*simple
70.13*8.0*0.0*11.64*8.18*9.0*11.55*11.5*5.29*25.0*1.2*26*12*2*18*7*4*11th and 12th grade*simple
66.74*7.2*0.0*8.28*6.83*6.1*6.71*8.5*4.0*19.0*0.85*19*9*2*13*6*2*6th and 7th grade*simple
21.06*18.5*0.0*19.26*14.75*21.1*10.06*29.0*7.58*45.0*2.67*59*18*11*33*12*8*18th and 19th grade*simple
83.66*4.8*0.0*8.28*6.83*7.3*10.35*8.25*4.33*17.5*1.81*35*20*2*26*9*5*6th and 7th grade*simple
42.72*12.3*0.0*14.0*17.81*17.5*14.1*14.0*7.1*24.0*1.81*34*10*3*20*4*8*13th and 14th grade*simple
17.68*17.8*0.0*18.34*17.82*21.7*13.48*22.0*8.78*36.0*2.54*53*13*6*28*8*13*17th and 18th grade*simple
-3.99*17.8*0.0*16.4*19.02*16.6*12.33*12.5*6.86*22.0*1.5*36*9*4*16*6*7*12th and 13th grade*simple
77.23*5.2*0.0*8.04*6.3*4.6*7.05*6.0*3.95*16.0*0.71*15*8*1*11*5*2*5th and 6th grade*simple
67.42*11.1*0.0*14.36*9.3*15.6*8.89*19.5*6.11*40.0*2.04*37*23*2*29*11*4*8th and 9th grade*simple
69.28*6.2*0.0*6.1*8.56*6.5*7.16*5.25*3.55*15.0*1.48*31*13*1*21*9*3*6th and 7th grade*simple
0.08*16.2*0.0*11.47*20.0*16.4*8.18*11.5*4.68*14.0*1.19*28*3*5*12*2*3*11th and 12th grade*simple
70.47*9.9*0.0*11.94*7.55*12.2*7.36*16.0*5.17*36.0*1.67*33*20*1*26*10*2*7th and 8th grade*simple
69.79*12.2*0.0*15.14*5.0*14.3*8.08*21.5*6.76*52.0*1.98*43*29*2*35*17*4*7th and 8th grade*simple
69.79*6.0*0.0*6.0*7.92*6.9*11.24*6.0*3.54*16.0*1.45*29*15*3*20*12*3*5th and 6th grade*simple
81.63*5.6*0.0*11.33*8.81*8.7*8.59*11.0*4.1*23.0*1.06*20*12*2*15*8*2*8th and 9th grade*simple
35.95*10.7*0.0*16.0*18.94*16.1*12.03*9.0*5.69*12.0*1.01*19*5*3*10*2*4*15th and 16th grade*simple
63.02*10.7*0.0*13.2*12.02*15.8*13.72*17.5*6.08*34.0*1.92*34*20*2*25*9*5*13th and 14th grade*simple
51.52*13.0*0.0*12.63*11.61*17.3*8.97*22.5*6.32*37.0*2.16*43*17*4*28*9*5*12th and 13th grade*simple
51.85*8.8*0.0*8.04*12.62*9.7*7.05*7.0*3.95*14.0*0.88*19*5*2*11*3*2*8th and 9th grade*simple
74.69*6.2*0.0*5.4*11.13*9.2*6.65*7.75*3.38*19.0*2.01*39*18*3*27*11*2*6th and 7th grade*simple
83.83*2.7*0.0*6.24*4.77*4.4*14.39*2.25*3.38*6.5*0.66*13*6*1*9*4*2*2nd and 3rd grade*simple
57.44*12.8*0.0*13.51*9.35*15.8*9.03*20.25*6.13*42.0*4.19*85*43*6*61*23*7*9th and 10th grade*simple
86.71*3.7*0.0*6.0*5.31*3.6*9.66*5.0*3.97*15.5*1.25*25*16*1*20*11*4*3rd and 4th grade*simple
74.53*8.3*0.0*8.8*5.63*8.6*8.32*12.0*5.11*32.0*1.31*28*16*0*22*10*3*8th and 9th grade*simple
84.68*4.4*0.0*6.47*4.8*4.8*6.86*6.5*3.25*19.0*1.51*31*19*1*24*14*2*4th and 5th grade*simple
53.55*12.3*0.0*16.55*12.02*15.8*12.21*18.0*6.82*34.0*1.97*40*17*4*26*8*7*11th and 12th grade*simple
80.96*7.9*0.0*11.27*5.75*9.8*8.12*14.5*5.3*36.0*1.44*29*20*1*24*12*3*7th and 8th grade*simple
73.85*4.5*0.0*9.07*1.38*1.2*6.57*4.0*3.12*8.0*0.37*9*4*1*6*2*1*6th and 7th grade*simple
57.27*8.8*0.0*11.31*9.91*8.5*7.71*10.5*4.66*21.0*1.0*23*9*3*14*7*3*8th and 9th grade*simple
79.6*6.4*0.0*9.15*8.0*8.4*11.91*9.0*4.25*24.0*1.13*22*13*1*17*7*2*8th and 9th grade*simple
69.45*10.3*0.0*12.28*8.77*13.7*7.31*17.0*5.28*39.0*1.82*36*20*2*27*12*2*8th and 9th grade*simple
54.9*13.8*0.0*14.41*13.18*20.2*11.97*20.5*7.58*39.0*2.59*45*22*1*33*6*8*13th and 14th grade*simple
67.42*11.1*0.0*12.98*8.48*14.7*9.43*18.0*6.11*42.0*1.95*37*22*1*29*13*4*8th and 9th grade*simple
38.99*9.6*0.0*8.51*13.17*9.7*10.75*5.0*3.05*10.0*0.6*13*5*2*7*3*1*9th and 10th grade*simple
13.62*19.3*0.0*21.55*15.04*20.8*11.64*25.5*8.84*44.0*2.61*62*14*8*32*12*13*-1th and 0th grade*simple
47.12*12.7*0.0*16.27*10.57*13.3*10.09*18.0*6.73*35.0*1.7*38*16*5*24*11*7*10th and 11th grade*simple
92.46*5.6*0.0*8.4*5.11*8.8*8.44*12.5*4.21*30.0*1.29*23*19*0*21*9*1*8th and 9th grade*simple
83.32*2.9*0.0*2.0*10.76*9.3*7.04*2.5*3.26*7.0*0.44*7*3*0*5*2*1*2nd and 3rd grade*simple
81.29*3.7*0.0*8.51*3.26*2.9*13.01*4.5*3.05*11.0*0.46*10*6*1*7*4*1*3rd and 4th grade*simple
85.69*4.0*0.0*6.22*8.45*6.8*11.36*5.75*3.95*16.5*1.56*28*17*1*22*11*4*5th and 6th grade*simple
-4.33*15.9*0.0*8.2*20.95*16.2*11.93*6.5*6.27*8.0*0.84*19*1*3*8*0*4*15th and 16th grade*simple
63.36*6.4*0.0*8.2*14.46*11.4*15.88*4.5*5.19*10.0*0.72*13*5*1*8*2*3*7th and 8th grade*simple
105.66*0.5*0.0*3.2*3.55*2.0*7.98*3.5*3.04*11.0*0.48*9*7*0*8*3*1*3rd and 4th grade*simple
83.32*2.9*0.0*2.0*2.64*2.7*16.52*2.0*3.26*7.0*0.34*7*3*0*5*2*1*2nd and 3rd grade*simple
71.65*7.4*0.0*10.24*8.23*8.4*10.2*10.75*4.73*24.5*2.22*46*24*3*33*16*6*10th and 11th grade*simple
51.18*11.1*0.0*14.0*7.66*9.1*10.16*13.5*6.67*29.0*1.28*31*12*3*20*9*7*13th and 14th grade*simple
75.54*7.9*0.0*8.4*7.83*9.9*9.19*11.5*5.03*28.0*1.37*27*15*0*21*7*3*7th and 8th grade*simple
40.35*11.1*0.0*14.17*16.12*13.5*13.35*10.5*7.73*18.0*1.22*25*6*3*14*4*8*10th and 11th grade*simple
80.62*6.0*0.0*8.9*5.97*6.3*9.36*9.0*5.24*25.0*0.98*21*12*1*16*9*4*5th and 6th grade*simple
34.93*11.1*0.0*11.67*13.15*10.2*14.23*7.0*7.08*14.0*0.9*21*4*2*11*3*6*11th and 12th grade*simple
27.83*13.9*0.0*18.31*13.05*13.0*10.67*16.0*5.77*25.0*1.42*34*10*6*18*7*5*12th and 13th grade*simple
58.62*10.3*0.0*12.21*10.04*12.1*9.19*14.5*5.44*29.0*1.51*31*14*2*21*8*4*9th and 10th grade*simple
13.28*17.4*0.0*16.27*16.37*18.3*10.09*22.5*6.37*31.0*2.07*48*11*9*24*7*6*16th and 17th grade*simple
37.31*18.5*0.0*21.56*11.91*22.9*13.61*27.5*8.6*63.0*3.06*62*30*5*42*21*9*11th and 12th grade*simple
49.15*11.9*0.0*10.62*14.33*15.9*9.75*14.0*6.29*29.0*1.81*36*12*2*22*7*6*10th and 11th grade*simple
120.21*-3.1*0.0*0.8*-7.41*0.8*19.53*0.5*1.12*3.0*0.13*2*2*0*2*1*0*0th and 1st grade*simple
31.89*12.3*0.0*14.17*14.84*13.5*13.35*11.5*6.5*18.0*1.22*26*6*3*14*4*6*11th and 12th grade*simple
55.24*9.5*0.0*8.9*10.73*9.8*10.35*8.5*5.24*21.0*1.16*26*9*1*16*5*4*9th and 10th grade*simple
96.18*2.1*0.0*3.6*4.78*4.0*12.86*5.0*3.06*13.0*0.59*11*7*0*9*4*1*4th and 5th grade*simple
21.4*14.3*0.0*18.9*17.57*15.4*13.31*13.5*6.86*22.0*1.44*32*8*5*16*6*7*13th and 14th grade*simple
30.87*12.7*0.0*14.0*10.72*9.9*11.75*11.5*6.97*23.0*1.12*28*8*3*15*8*7*11th and 12th grade*simple
99.23*0.9*0.0*2.4*1.38*0.4*10.51*2.25*3.12*9.0*0.71*14*10*0*12*6*2*0th and 1st grade*simple
30.53*10.7*0.0*14.23*18.97*14.4*10.75*5.0*5.51*9.0*0.71*14*2*2*7*2*3*10th and 11th grade*simple
73.85*10.7*0.0*14.98*6.86*14.3*11.8*21.0*6.32*46.0*1.95*38*26*2*31*15*4*6th and 7th grade*simple
43.39*9.9*0.0*11.67*13.15*10.2*9.92*9.0*3.95*14.0*0.9*20*6*4*11*3*2*9th and 10th grade*simple
89.75*2.5*0.0*2.8*4.07*2.3*8.5*3.0*4.28*11.0*0.44*9*5*0*7*4*2*2nd and 3rd grade*simple
68.77*6.4*0.0*11.67*10.01*8.5*12.79*8.0*5.52*15.0*0.84*17*7*2*11*4*4*7th and 8th grade*simple
78.25*4.8*0.0*8.0*11.69*9.5*12.82*5.5*4.83*15.5*1.62*28*14*2*20*11*6*4th and 5th grade*simple
37.3*12.3*0.0*16.21*15.19*14.5*11.91*13.5*5.77*23.0*1.45*31*10*4*17*6*5*11th and 12th grade*simple
56.76*8.9*0.0*8.56*12.75*12.0*9.26*10.5*4.66*19.5*2.37*45*17*4*29*10*6*8th and 9th grade*simple
72.5*9.1*0.0*9.6*11.03*14.9*12.06*14.0*5.3*33.0*1.82*31*17*0*24*9*3*9th and 10th grade*simple
-22.27*18.6*0.0*12.49*20.91*16.0*9.35*6.0*4.97*11.0*0.93*23*2*2*9*2*3*18th and 19th grade*simple
69.11*8.3*0.0*9.71*7.78*8.7*8.73*11.0*4.42*26.0*1.22*27*13*1*19*7*2*8th and 9th grade*simple
79.77*4.2*0.0*5.75*4.54*2.8*6.84*4.75*3.05*12.5*1.06*24*13*2*17*8*2*4th and 5th grade*simple
51.52*13.0*0.0*16.91*12.83*17.8*11.23*21.0*7.24*38.0*2.2*43*18*4*28*10*8*12th and 13th grade*simple
37.3*12.3*0.0*16.21*14.85*14.0*10.98*13.5*5.77*21.0*1.42*30*10*4*17*4*5*13th and 14th grade*simple
58.62*10.3*0.0*12.21*12.53*14.0*9.94*15.0*5.03*29.0*1.63*32*14*3*21*8*3*9th and 10th grade*simple
55.58*11.5*0.0*11.27*10.57*13.1*11.41*13.5*6.73*29.0*1.69*36*14*1*24*5*7*11th and 12th grade*simple
57.61*10.7*0.0*12.44*10.39*13.1*11.9*14.5*6.29*31.0*1.62*32*14*2*22*9*6*10th and 11th grade*simple
78.59*6.8*0.0*9.42*5.62*6.7*6.28*10.5*4.33*27.0*1.07*24*13*1*18*9*2*6th and 7th grade*simple
34.26*13.5*0.0*14.0*14.91*15.7*12.52*15.5*7.1*26.0*1.69*35*10*4*20*6*8*13th and 14th grade*simple
83.32*2.9*0.0*2.0*7.28*5.6*7.04*2.0*3.26*7.0*0.38*7*3*0*5*2*1*1st and 2nd grade*simple
18.69*17.4*0.0*21.17*15.44*19.3*11.99*23.0*7.83*40.0*2.29*51*16*7*27*13*10*-1th and 0th grade*simple
79.6*6.4*0.0*9.15*7.31*8.4*8.19*10.5*4.75*25.0*1.13*22*13*1*17*8*3*6th and 7th grade*simple
52.87*8.4*0.0*16.0*15.46*12.3*13.61*8.0*5.69*15.0*0.9*17*6*3*10*5*4*7th and 8th grade*simple
69.11*8.3*0.0*9.71*9.86*10.6*10.4*11.5*5.33*25.0*1.34*26*14*1*19*6*4*9th and 10th grade*simple
71.31*5.4*0.0*8.11*11.33*8.3*12.42*4.75*4.57*11.0*1.35*26*10*2*17*5*5*4th and 5th grade*simple
46.78*10.7*0.0*11.4*10.32*9.6*11.34*10.5*6.32*25.0*1.15*27*10*2*16*9*6*10th and 11th grade*simple
73.17*6.8*0.0*10.0*6.66*6.9*11.22*8.75*4.67*22.5*1.95*41*23*3*30*15*6*6th and 7th grade*simple
55.58*11.5*0.0*14.6*11.78*14.3*10.75*15.5*6.73*35.0*1.78*35*16*3*24*11*7*11th and 12th grade*simple
96.18*2.1*0.0*3.6*2.23*1.9*10.22*4.5*3.54*14.5*1.06*21*15*0*18*11*3*1st and 2nd grade*simple
78.25*4.8*0.0*8.0*8.5*6.2*10.45*5.5*3.97*13.0*0.71*14*8*1*10*3*2*5th and 6th grade*simple
76.56*7.6*0.0*10.0*8.24*9.5*10.94*11.5*5.38*31.0*1.31*26*15*1*20*11*4*9th and 10th grade*simple
94.49*4.8*0.0*7.6*2.85*4.9*7.9*10.5*3.52*30.0*1.0*21*17*0*19*11*0*4th and 5th grade*simple
78.59*6.8*0.0*11.64*8.87*9.8*8.92*12.0*4.81*25.0*1.25*24*15*2*18*7*3*8th and 9th grade*simple
81.97*7.5*0.0*9.2*7.2*10.3*10.96*13.0*5.58*33.0*1.45*28*18*0*23*10*4*7th and 8th grade*simple
60.99*11.5*0.0*10.8*8.77*13.2*6.73*15.0*5.6*35.0*1.78*37*18*1*27*8*3*8th and 9th grade*simple
77.23*5.2*0.0*8.04*12.1*9.3*12.79*6.0*4.74*16.0*0.87*15*8*1*11*5*3*5th and 6th grade*simple
53.88*8.0*0.0*3.6*9.94*7.1*12.86*4.0*6.89*12.0*0.68*15*3*0*9*3*5*3rd and 4th grade*simple
61.67*9.1*0.0*13.87*10.79*10.8*8.04*13.5*4.81*25.0*1.31*27*13*4*18*7*3*10th and 11th grade*simple
0.08*16.2*0.0*18.13*17.1*13.6*10.81*11.5*6.11*16.0*1.09*27*5*5*12*4*5*16th and 17th grade*simple
62.34*6.8*0.0*10.27*11.22*8.2*11.98*5.5*4.97*12.0*1.41*29*10*3*18*6*6*11th and 12th grade*simple
79.77*4.2*0.0*3.4*3.15*1.7*8.7*4.25*3.56*13.5*1.0*23*12*1*17*10*3*3rd and 4th grade*simple
64.37*6.0*0.0*2.8*5.34*3.3*7.37*3.5*3.67*9.5*0.93*22*7*1*14*5*3*5th and 6th grade*simple
49.82*9.5*0.0*9.82*13.73*11.5*9.14*8.25*4.99*16.0*2.14*44*16*4*26*6*7*9th and 10th grade*simple
100.07*2.7*0.0*5.4*4.23*3.6*7.81*6.25*3.38*21.0*1.54*30*24*0*27*15*2*3rd and 4th grade*simple
53.21*10.3*0.0*10.53*10.61*11.6*9.79*13.5*4.81*24.5*2.7*56*25*6*36*13*6*10th and 11th grade*simple
82.48*7.3*0.0*9.89*5.58*8.8*7.56*12.25*4.39*32.0*2.66*55*37*1*45*19*2*7th and 8th grade*simple
64.37*6.0*0.0*8.51*4.07*3.6*13.01*5.0*3.05*11.5*0.94*22*11*3*14*9*2*8th and 9th grade*simple
21.06*12.3*0.0*18.2*10.11*7.3*9.95*6.5*5.19*11.0*0.62*17*5*3*8*3*3*9th and 10th grade*simple
64.71*8.0*0.0*11.33*8.05*7.7*10.7*10.5*4.67*20.0*1.01*23*11*2*15*5*3*7th and 8th grade*simple
70.13*8.0*0.0*9.42*7.25*8.2*8.92*10.5*4.81*25.0*1.16*25*12*1*18*7*3*7th and 8th grade*simple
52.87*8.4*0.0*8.0*11.4*9.5*12.03*6.5*5.69*12.0*0.81*17*5*1*10*2*4*7th and 8th grade*simple
75.54*7.9*0.0*8.4*10.04*12.0*9.94*12.0*5.85*29.0*1.5*27*15*0*21*8*5*11th and 12th grade*simple
82.31*3.3*0.0*5.73*8.17*5.9*11.83*3.0*3.12*8.0*0.91*17*8*1*12*4*2*5th and 6th grade*simple
84.68*4.4*0.0*11.47*10.83*8.5*12.13*7.5*3.96*17.0*0.9*16*10*2*12*5*2*10th and 11th grade*simple
96.69*1.9*0.0*3.4*6.92*4.7*6.84*3.75*3.05*12.0*1.16*20*14*0*17*7*2*6th and 7th grade*simple
31.89*12.3*0.0*11.31*15.48*13.2*9.97*10.25*5.88*17.5*2.41*53*12*5*28*7*10*11th and 12th grade*simple
50.5*7.2*0.0*1.6*11.6*10.0*15.68*1.5*7.85*5.0*0.37*7*1*0*4*1*3*1st and 2nd grade*simple
86.71*3.7*0.0*6.0*7.63*5.9*11.24*5.0*3.97*15.5*1.4*25*16*1*20*11*4*5th and 6th grade*simple
75.71*5.8*0.0*8.2*8.28*7.4*13.1*6.75*4.67*19.0*1.76*34*18*2*25*13*6*6th and 7th grade*simple
58.28*8.4*0.0*11.35*13.96*11.5*10.35*8.0*5.32*19.0*1.07*21*7*2*13*6*4*7th and 8th grade*simple
36.63*14.6*0.0*16.55*14.68*17.7*12.21*18.0*7.48*35.0*2.12*43*15*4*26*9*9*14th and 15th grade*simple
52.87*8.4*0.0*8.0*12.56*9.5*10.45*5.5*5.69*12.0*0.81*17*4*1*10*2*4*9th and 10th grade*simple
48.81*9.9*0.0*14.17*14.03*13.2*14.48*11.5*7.11*19.0*1.2*24*7*3*14*5*7*13th and 14th grade*simple
4.14*14.7*0.0*18.2*13.7*10.3*9.95*6.5*5.19*11.0*0.69*18*5*3*8*3*3*9th and 10th grade*simple
71.31*5.4*0.0*5.75*11.68*8.9*10.56*4.5*5.07*10.5*1.38*25*11*1*17*4*6*4th and 5th grade*simple
75.71*5.8*0.0*6.6*8.98*7.8*9.94*7.0*4.67*17.0*1.79*35*16*1*25*9*6*6th and 7th grade*simple
26.14*16.6*0.0*22.63*11.78*16.4*12.36*24.0*8.17*40.0*2.09*51*16*9*28*12*11*16th and 17th grade*simple
82.99*7.2*0.0*9.71*7.25*10.2*9.03*12.5*4.92*31.5*2.84*53*36*1*44*19*5*9th and 10th grade*simple
77.74*5.0*0.0*6.1*6.12*4.4*7.16*5.75*3.55*13.5*1.35*29*16*2*21*6*3*6th and 7th grade*simple
84.0*6.8*0.0*8.4*8.53*10.7*7.31*12.0*4.62*30.5*2.84*52*32*0*42*19*4*6th and 7th grade*simple
52.87*8.4*0.0*14.0*11.11*8.5*12.03*7.25*5.26*14.0*1.56*34*12*5*20*8*7*8th and 9th grade*simple
73.17*6.8*0.0*11.33*7.24*6.8*7.54*9.0*4.67*23.0*0.97*21*12*2*15*8*3*6th and 7th grade*simple
101.6*2.1*0.0*4.8*6.02*4.6*8.18*5.5*2.53*17.0*0.75*13*11*0*12*5*0*4th and 5th grade*simple
109.21*-1.0*0.0*1.8*-0.4*-0.4*10.88*1.5*1.47*7.0*0.53*10*8*0*9*5*0*-1th and 0th grade*simple
59.3*8.0*0.0*8.13*12.28*10.1*9.5*7.0*4.68*15.0*0.95*19*6*1*12*3*3*9th and 10th grade*simple
72.16*7.2*0.0*8.9*8.52*8.0*7.39*8.5*4.17*25.0*1.07*22*11*1*16*9*2*8th and 9th grade*simple
53.89*14.2*0.0*15.95*9.06*17.6*13.22*21.5*7.15*47.0*2.34*46*24*2*34*13*6*13th and 14th grade*simple
104.64*0.9*0.0*3.6*8.03*5.6*7.59*4.0*3.06*13.0*0.63*10*8*0*9*4*1*3rd and 4th grade*simple
30.87*12.7*0.0*16.67*15.77*14.9*10.7*13.5*5.25*18.0*1.35*29*8*5*15*3*4*12th and 13th grade*simple
38.32*11.9*0.0*16.4*16.88*15.1*12.33*13.0*6.32*19.0*1.42*28*8*4*16*3*6*11th and 12th grade*simple
61.33*13.4*0.0*15.14*8.19*16.8*8.98*20.5*7.25*49.0*2.26*47*26*1*35*14*6*8th and 9th grade*simple
43.39*9.9*0.0*11.67*13.15*10.6*14.23*7.5*6.3*15.0*0.91*20*5*2*11*4*5*10th and 11th grade*simple
55.24*9.5*0.0*11.4*10.73*9.8*8.38*11.5*4.71*24.0*1.16*25*10*3*16*8*3*9th and 10th grade*simple
50.84*9.2*0.0*8.13*12.75*10.9*9.5*8.5*4.68*15.0*0.98*20*6*2*12*3*3*8th and 9th grade*simple
67.76*6.8*0.0*14.8*11.82*9.7*10.81*8.5*4.68*16.0*0.94*18*9*3*12*4*3*8th and 9th grade*simple
44.41*9.6*0.0*8.0*16.04*12.3*13.61*6.5*6.55*13.0*0.9*18*4*2*10*3*5*9th and 10th grade*simple
105.66*0.5*0.0*3.2*2.86*2.0*9.95*3.5*3.04*12.0*0.48*9*7*0*8*4*1*2nd and 3rd grade*simple
77.23*5.2*0.0*8.04*3.69*2.5*8.49*6.0*3.95*16.0*0.63*15*8*1*11*5*2*5th and 6th grade*simple
52.19*10.7*0.0*11.81*14.45*14.6*13.72*13.0*8.04*27.0*1.57*31*9*2*19*8*10*13th and 14th grade*simple
94.66*2.7*0.0*6.1*4.15*2.9*10.17*5.25*3.96*16.5*1.25*26*17*1*21*12*4*2nd and 3rd grade*simple
18.01*13.5*0.0*11.67*13.15*10.2*9.92*9.0*4.74*17.0*0.9*23*6*4*11*6*3*13th and 14th grade*simple
60.99*11.5*0.0*12.28*10.28*14.6*10.82*16.5*6.24*42.0*1.9*37*19*2*27*15*5*11th and 12th grade*simple
73.85*4.5*0.0*9.07*2.37*2.0*11.83*3.5*3.12*10.0*0.38*9*5*1*6*4*1*1st and 2nd grade*simple
84.68*4.4*0.0*8.13*8.4*7.3*16.07*6.5*3.96*16.0*0.85*15*10*1*12*4*2*7th and 8th grade*simple
81.63*5.6*0.0*6.0*6.49*6.8*9.64*8.0*4.67*21.0*0.97*19*11*0*15*6*3*5th and 6th grade*simple
57.61*10.7*0.0*12.44*9.86*12.0*9.75*14.0*5.11*31.0*1.54*33*15*2*22*9*3*9th and 10th grade*simple
68.77*6.4*0.0*11.67*7.93*5.9*9.92*7.0*3.95*17.0*0.75*16*8*2*11*6*2*5th and 6th grade*simple
43.4*16.2*0.0*17.73*13.3*21.3*10.25*24.5*7.59*46.0*2.78*55*22*5*36*10*7*10th and 11th grade*simple
78.59*6.8*0.0*9.42*4.64*5.9*8.92*10.5*4.81*28.0*1.03*23*14*1*18*10*3*6th and 7th grade*simple
70.13*8.0*0.0*7.2*10.15*10.8*8.04*11.5*5.29*25.0*1.31*26*11*1*18*7*4*7th and 8th grade*simple
27.83*13.9*0.0*18.31*18.21*16.9*12.42*14.5*6.24*23.0*1.65*34*10*5*18*5*6*13th and 14th grade*simple
74.19*6.4*0.0*8.46*7.82*7.1*12.23*8.0*5.27*21.0*0.94*20*9*1*14*7*4*7th and 8th grade*simple
99.23*0.9*0.0*2.4*3.35*2.0*6.57*2.5*3.12*9.0*0.38*7*5*0*6*3*1*2nd and 3rd grade*simple
89.75*2.5*0.0*5.66*0.76*0.6*10.75*4.0*3.05*10.5*0.81*18*11*1*14*7*2*0th and 1st grade*simple
77.23*5.2*0.0*4.4*10.54*8.5*7.05*5.5*3.17*14.0*0.84*15*7*0*11*3*1*5th and 6th grade*simple
2.45*23.6*0.0*22.78*17.48*28.2*12.75*31.5*9.7*56.0*3.78*80*22*8*43*13*14*12th and 13th grade*simple
53.21*10.3*0.0*9.42*11.42*11.9*9.79*12.5*5.29*23.0*1.37*29*10*2*18*5*4*9th and 10th grade*simple
72.16*7.2*0.0*11.4*9.28*8.9*9.36*11.0*5.24*23.0*1.12*23*11*2*16*7*4*8th and 9th grade*simple
58.28*8.4*0.0*8.28*9.03*7.5*7.93*7.5*4.0*18.0*0.91*21*7*2*13*5*2*7th and 8th grade*simple
60.32*13.8*0.0*14.4*9.88*19.3*12.0*21.5*7.35*50.0*2.56*46*26*0*36*14*6*13th and 14th grade*simple
86.71*3.7*0.0*4.0*9.08*6.6*8.87*4.5*3.97*13.0*0.72*13*7*0*10*3*2*3rd and 4th grade*simple
42.72*12.3*0.0*16.0*14.33*14.7*13.31*15.5*6.67*29.0*1.63*33*14*5*20*9*7*15th and 16th grade*simple
51.52*13.0*0.0*14.06*12.83*17.6*12.36*19.0*7.24*40.0*2.19*43*18*3*28*12*8*12th and 13th grade*simple
61.33*7.2*0.0*6.0*11.11*9.9*12.82*6.5*3.97*15.5*1.65*32*14*4*20*11*4*6th and 7th grade*simple
64.71*8.0*0.0*6.0*11.53*10.9*5.43*10.5*3.53*24.0*1.16*22*11*2*15*9*1*10th and 11th grade*simple
60.31*7.6*0.0*8.04*7.64*5.7*6.34*7.5*3.17*16.5*1.48*36*15*5*22*11*2*7th and 8th grade*simple
82.99*7.2*0.0*10.62*6.21*9.3*8.32*13.0*4.72*33.0*1.35*26*19*1*22*11*2*6th and 7th grade*simple
34.93*11.1*0.0*11.67*12.62*10.2*7.05*10.5*3.95*16.0*0.9*21*6*4*11*5*2*10th and 11th grade*simple
44.75*11.5*0.0*16.09*14.32*15.3*13.3*15.5*6.72*25.0*1.56*30*10*4*18*7*7*15th and 16th grade*simple
35.27*13.1*0.0*18.13*13.23*13.4*9.57*15.5*6.23*28.0*1.5*34*12*5*19*9*6*12th and 13th grade*simple
75.88*3.7*0.0*1.6*11.6*12.4*19.62*1.5*5.7*6.0*0.4*6*2*0*4*2*2*1st and 2nd grade*simple
94.15*2.9*0.0*4.4*11.58*9.7*12.79*6.0*3.95*15.0*0.88*13*9*0*11*4*2*2nd and 3rd grade*simple
57.95*12.6*0.0*12.0*12.89*19.0*9.34*20.5*6.79*41.0*2.38*43*18*1*30*11*6*12th and 13th grade*simple
51.18*11.1*0.0*10.0*12.3*14.7*9.37*15.5*4.52*23.0*1.63*32*12*2*20*3*2*9th and 10th grade*simple
46.44*8.8*0.0*8.2*17.36*13.2*11.93*4.5*5.19*10.0*0.76*14*4*1*8*2*3*8th and 9th grade*simple
55.58*11.5*0.0*12.93*9.87*12.9*10.75*16.0*6.37*35.0*1.67*37*15*3*24*11*6*12th and 13th grade*simple
62.68*8.7*0.0*11.51*8.7*8.7*10.05*12.0*4.25*25.0*1.15*25*14*3*17*8*2*8th and 9th grade*simple
62.34*6.8*0.0*5.82*11.22*8.5*11.1*5.5*4.97*13.0*1.42*28*11*3*18*8*6*5th and 6th grade*simple
56.93*6.8*0.0*15.73*7.18*5.1*11.83*4.5*4.55*8.0*0.44*10*4*2*6*2*2*6th and 7th grade*simple
60.65*9.5*0.0*11.81*10.21*10.9*9.57*13.5*5.33*23.0*1.35*28*14*3*19*4*4*9th and 10th grade*simple
87.72*3.3*0.0*3.6*4.14*2.9*8.47*4.5*3.06*12.5*1.12*24*12*0*18*7*2*3rd and 4th grade*simple
73.51*8.7*0.0*10.94*8.48*12.0*11.64*15.0*5.2*32.0*1.57*31*18*2*23*9*3*11th and 12th grade*simple
69.79*6.0*0.0*6.0*9.37*8.1*11.24*6.0*3.54*15.5*1.53*29*15*3*20*11*3*5th and 6th grade*simple
84.0*6.8*0.0*10.3*4.24*7.0*10.69*12.0*5.03*30.0*1.18*26*17*1*21*9*3*6th and 7th grade*simple
80.45*8.1*0.0*11.43*8.83*12.3*10.33*14.25*5.17*32.5*3.28*61*39*2*49*16*5*8th and 9th grade*simple
34.93*11.1*0.0*11.67*13.73*11.1*11.36*7.5*4.74*14.0*0.93*21*6*2*11*3*3*11th and 12th grade*simple
61.67*9.1*0.0*9.42*10.44*11.8*8.48*11.75*4.81*25.5*2.72*53*22*3*36*15*6*8th and 9th grade*simple
